day;consumption
2018-09-26;8,49875
2018-09-27;6,95125
2018-09-28;6,86225
2018-09-29;10,84225
2018-09-30;12,441
2018-10-01;7,1135
2018-10-02;12,65425
2018-10-03;20,03725
2018-10-04;15,62475
2018-10-05;1,9585000000000001
2018-10-14;13,90325
2018-10-15;14,76125
2018-10-16;14,90275
2018-10-17;15,75025
2018-10-18;13,8965
2018-10-19;15,97125
2018-10-20;19,69075
2018-10-21;16,2855
2018-10-22;15,7255
2018-10-23;15,499
2018-10-24;15,52525
2018-10-25;16,33775
2018-10-26;18,6515
2018-10-27;17,1835
2018-10-28;19,9415
2018-10-29;13,8995
2018-10-30;13,7035
2018-10-31;10,81575
2018-11-01;17,612000000000002
2018-11-02;15,38125
2018-11-03;20,03175
2018-11-04;17,17025
2018-11-05;15,65275
2018-11-06;15,3725
2018-11-07;16,86975
2018-11-08;19,5775
2018-11-09;15,57775
2018-11-10;19,50975
2018-11-11;20,775
2018-11-12;16,3355
2018-11-13;16,88475
2018-11-14;14,5315
2018-11-15;16,3865
2018-11-16;14,6835
2018-11-17;18,99775
2018-11-18;17,62125
2018-11-19;15,751
2018-11-20;19,03775
2018-11-21;16,3375
2018-11-22;18,3715
2018-11-23;15,573500000000001
2018-11-24;19,39725
2018-11-25;16,734
2018-11-26;18,72275
2018-11-27;18,0235
2018-11-28;18,478
2018-11-29;14,78125
2018-11-30;17,55775
2018-12-01;18,59775
2018-12-02;20,67975
2018-12-03;18,433
2018-12-04;17,969
2018-12-05;18,49875
2018-12-06;14,6545
2018-12-07;16,08975
2018-12-08;21,84975
2018-12-09;17,94325
2018-12-10;16,01075
2018-12-11;17,75375
2018-12-12;15,19025
2018-12-13;19,54675
2018-12-14;14,591
2018-12-15;16,78575
2018-12-16;20,766750000000002
2018-12-17;14,4535
2018-12-18;16,31825
2018-12-19;16,2595
2018-12-20;13,106250000000001
2018-12-21;18,243
2018-12-22;19,704
2018-12-23;26,7925
2018-12-24;21,4905
2018-12-25;25,75575
2018-12-26;17,49075
2018-12-27;17,60925
2018-12-28;19,595
2018-12-29;22,435
2018-12-30;19,0015
2018-12-31;17,21575
