day;consumption
2014-01-01;24,151
2014-01-02;15,36375
2014-01-03;21,35325
2014-01-04;23,3835
2014-01-05;26,55675
2014-01-06;20,09575
2014-01-07;18,43425
2014-01-08;13,861749999999999
2014-01-09;19,608249999999998
2014-01-10;21,183500000000002
2014-01-11;23,47225
2014-01-12;22,5355
2014-01-13;16,53275
2014-01-14;18,499
2014-01-15;17,4485
2014-01-16;18,36425
2014-01-17;20,484750000000002
2014-01-18;30,3455
2014-01-19;24,74525
2014-01-20;18,8075
2014-01-21;16,4215
2014-01-22;18,35925
2014-01-23;16,83625
2014-01-24;16,82875
2014-01-25;21,68775
2014-01-26;24,985
2014-01-27;21,141
2014-01-28;17,53225
2014-01-29;18,7595
2014-01-30;19,1085
2014-01-31;21,095
2014-02-01;23,96175
2014-02-02;26,69725
2014-02-03;21,7895
2014-02-04;18,90275
2014-02-05;22,458000000000002
2014-02-06;24,354499999999998
2014-02-07;22,922250000000002
2014-02-08;25,57975
2014-02-09;24,78475
2014-02-10;21,048750000000002
2014-02-11;20,06475
2014-02-12;25,4815
2014-02-13;21,88625
2014-02-14;23,94025
2014-02-15;29,206
2014-02-16;23,9415
2014-02-17;23,03925
2014-02-18;21,597250000000003
2014-02-19;21,91375
2014-02-20;19,736
2014-02-21;21,115000000000002
2014-02-22;28,6545
2014-02-23;27,422250000000002
2014-02-24;19,069
2014-02-25;25,4805
2014-02-26;18,27475
2014-02-27;24,671499999999998
2014-02-28;20,03975
2014-03-01;22,977
2014-03-02;15,976
2014-03-03;6,546
2014-03-04;6,19075
2014-03-05;5,89075
2014-03-06;6,2444999999999995
2014-03-07;8,7035
2014-03-08;7,8735
2014-03-09;8,84
2014-03-10;8,765
2014-03-11;6,46825
2014-03-12;6,2695
2014-03-13;5,9915
2014-03-14;8,4115
2014-03-15;8,17025
2014-03-16;9,433250000000001
2014-03-17;7,42875
2014-03-18;6,356
2014-03-19;6,4565
2014-03-20;6,19475
2014-03-21;7,064
2014-03-22;7,192
2014-03-23;8,437
2014-03-24;21,89375
2014-03-25;23,34525
2014-03-26;23,4295
2014-03-27;15,94825
2014-03-28;18,22125
2014-03-29;27,5555
2014-03-30;23,22775
2014-03-31;15,41125
2014-04-01;14,8285
2014-04-02;16,97725
