day;consumption
2016-01-01;23,8
2016-01-02;13,53225
2016-01-03;25,40775
2016-01-04;23,5445
2016-01-05;20,7865
2016-01-06;20,916999999999998
2016-01-07;19,69
2016-01-08;19,78925
2016-01-09;20,365
2016-01-10;23,6175
2016-01-11;19,023
2016-01-12;17,09025
2016-01-13;21,1445
2016-01-14;24,423
2016-01-15;18,9125
2016-01-16;28,405
2016-01-17;24,0035
2016-01-18;22,09575
2016-01-19;18,36725
2016-01-20;18,6635
2016-01-21;17,49225
2016-01-22;17,237
2016-01-23;21,392500000000002
2016-01-24;24,4005
2016-01-25;17,03825
2016-01-26;22,4165
2016-01-27;16,365
2016-01-28;21,7505
2016-01-29;19,342
2016-01-30;25,55375
2016-01-31;23,91325
2016-02-01;16,730249999999998
2016-02-02;18,72725
2016-02-03;19,8705
2016-02-04;23,8385
2016-02-05;25,302
2016-02-06;26,60625
2016-02-07;19,1355
2016-02-08;18,213
2016-02-09;16,84125
2016-02-10;23,9975
2016-02-11;20,025
2016-02-12;16,511
2016-02-13;22,71225
2016-02-14;23,137
2016-02-15;17,5325
2016-02-16;19,35475
2016-02-17;15,12375
2016-02-18;24,2025
2016-02-19;18,242250000000002
2016-02-20;22,5025
2016-02-21;22,934250000000002
2016-02-22;17,5685
2016-02-23;18,6365
2016-02-24;17,1515
2016-02-25;20,86075
2016-02-26;12,28475
2016-02-27;23,32775
2016-02-28;23,03125
2016-02-29;14,98625
2016-03-01;20,056
2016-03-02;18,00675
2016-03-03;19,37475
2016-03-04;20,37925
2016-03-05;21,6125
2016-03-06;23,78525
2016-03-07;16,827749999999998
2016-03-08;21,0025
2016-03-09;15,56575
2016-03-10;22,47725
2016-03-11;17,83475
2016-03-12;25,604499999999998
2016-03-13;22,15825
2016-03-14;19,645
2016-03-15;16,415
2016-03-16;19,7785
2016-03-17;16,655
2016-03-18;22,431
2016-03-19;23,59375
2016-03-20;24,03875
2016-03-21;17,33775
2016-03-22;20,52275
2016-03-23;17,331500000000002
2016-03-24;22,4975
2016-03-25;20,38825
2016-03-26;17,728
2016-03-27;21,66525
2016-03-28;22,632
2016-03-29;14,57225
2016-03-30;16,645
2016-03-31;20,661
2016-04-01;18,273
2016-04-02;28,73425
2016-04-03;25,51375
2016-04-04;13,83075
2016-04-05;18,59275
2016-04-06;15,289250000000001
2016-04-07;20,28175
2016-04-08;16,46775
2016-04-09;20,8655
2016-04-10;20,82925
2016-04-11;15,813
2016-04-12;18,195
2016-04-13;16,14325
2016-04-14;17,20325
2016-04-15;17,00225
2016-04-16;26,8565
2016-04-17;20,976499999999998
