month;consumption
2021-01;106,742
2021-02;467,00075
2021-03;546,222
2021-04;510,5335
2021-05;560,43875
2021-06;385,6435
2021-07;357,40775
2021-08;357,53725000000003
2021-09;381,49225
2021-10;372,22
2021-11;435,02925
2021-12;454,6425
