day;consumption
2020-10-22;15,2695
2020-10-23;14,89675
2020-10-24;15,78325
2020-10-25;16,12575
2020-10-26;15,81875
2020-10-27;14,76775
2020-10-28;15,9395
2020-10-29;14,801
2020-10-30;17,3435
2020-10-31;17,9655
2020-11-01;16,9075
2020-11-02;16,37425
2020-11-03;13,2735
2020-11-04;17,11425
2020-11-05;15,9705
2020-11-06;14,752
2020-11-07;17,19425
2020-11-08;18,839
2020-11-09;15,6925
2020-11-10;15,3725
2020-11-11;17,079
2020-11-12;13,92425
2020-11-13;15,65425
2020-11-14;24,40875
2020-11-15;16,76425
2020-11-16;15,457
2020-11-17;15,263250000000001
2020-11-18;14,38475
2020-11-19;14,0185
2020-11-20;14,964
2020-11-21;18,0255
2020-11-22;16,59525
2020-11-23;16,2915
2020-11-24;16,55975
2020-11-25;17,4065
2020-11-26;15,3145
2020-11-27;18,31425
2020-11-28;24,41875
2020-11-29;19,336750000000002
2020-11-30;15,1155
2020-12-01;16,79325
2020-12-02;13,69575
2020-12-03;15,15425
2020-12-04;16,74875
2020-12-05;23,68875
2020-12-06;16,4445
2020-12-07;15,10425
2020-12-08;17,81975
2020-12-09;16,09275
2020-12-10;13,15425
2020-12-11;16,59325
2020-12-12;22,43425
2020-12-13;17,210250000000002
2020-12-14;17,57375
2020-12-15;14,9125
2020-12-16;16,15025
2020-12-17;13,75975
2020-12-18;17,18675
2020-12-19;20,9865
2020-12-20;16,75525
2020-12-21;14,9205
2020-12-22;19,11525
2020-12-23;14,51
2020-12-24;21,72975
2020-12-25;21,03
2020-12-26;16,88525
2020-12-27;17,56375
2020-12-28;16,594
2020-12-29;20,996
2020-12-30;16,118
2020-12-31;19,967
