month;consumption
2015-01;636,6575
2015-02;287,85525
2015-03;643,436
2015-04;626,5465
2015-05;649,72725
2015-06;554,40425
2015-07;535,9725
2015-08;560,272
2015-09;537,7860000000001
2015-10;589,51875
2015-11;583,39925
2015-12;482,6225
