day;consumption
2019-01-01;18,62925
2019-01-02;15,24325
2019-01-03;20,61025
2019-01-04;18,8355
2019-01-05;22,3485
2019-01-06;22,2105
2019-01-07;18,09575
2019-01-08;22,21275
2019-01-09;16,6665
2019-01-10;16,38225
2019-01-11;17,28325
2019-01-12;16,3645
2019-01-13;20,851
2019-01-14;15,541500000000001
2019-01-15;18,94625
2019-01-16;16,60125
2019-01-17;19,011
2019-01-18;15,67425
2019-01-19;20,80325
2019-01-20;21,9895
2019-01-21;16,061
2019-01-22;18,36125
2019-01-23;16,877
2019-01-24;17,45475
2019-01-25;19,66375
2019-01-26;19,96
2019-01-27;22,7005
2019-01-28;16,31925
2019-01-29;16,476499999999998
2019-01-30;15,6115
2019-01-31;17,43725
2019-02-01;18,18575
2019-02-02;23,8585
2019-02-03;21,56625
2019-02-04;14,84775
2019-02-05;11,7965
2019-02-06;6,8950000000000005
2019-02-07;8,61025
2019-02-08;7,34075
2019-02-09;8,29775
2019-02-10;11,4
2019-02-11;8,214
2019-02-12;8,432
2019-02-13;7,374
2019-02-14;7,2865
2019-02-15;7,934
2019-02-16;10,20125
2019-02-17;11,08325
2019-02-18;7,22325
2019-02-19;6,62625
2019-02-20;9,595
2019-02-21;7,53375
2019-02-22;10,12025
2019-02-23;10,47075
2019-02-24;9,2175
2019-02-25;8,89075
2019-02-26;10,383750000000001
2019-02-27;9,741249999999999
2019-02-28;7,3245000000000005
2019-03-01;7,58175
2019-03-02;6,79175
2019-03-03;10,968
2019-03-04;8,095
2019-03-05;10,73275
2019-03-06;7,8215
2019-03-07;7,6165
2019-03-08;9,4445
2019-03-09;7,098
2019-03-10;9,67525
2019-03-11;12,84425
2019-03-12;11,77025
2019-03-13;8,127
2019-03-14;7,0495
2019-03-15;6,70075
2019-03-16;11,912
2019-03-17;8,72875
2019-03-18;9,1185
2019-03-19;7,2705
2019-03-20;7,784
2019-03-21;6,6850000000000005
2019-03-22;9,29775
2019-03-23;8,2835
2019-03-24;10,790000000000001
2019-03-25;9,8405
2019-03-26;17,14
2019-03-27;16,57075
2019-03-28;17,563
2019-03-29;15,83925
2019-03-30;19,131
2019-03-31;17,98725
2019-04-01;17,68575
2019-04-02;14,287
2019-04-03;17,8795
2019-04-04;13,66925
2019-04-05;14,408
2019-04-06;16,9525
2019-04-07;15,42075
2019-04-08;12,10825
2019-04-09;14,4185
2019-04-10;14,850249999999999
2019-04-11;15,365
2019-04-12;15,8755
2019-04-13;22,19475
2019-04-14;17,065
2019-04-15;16,68975
2019-04-16;17,48875
2019-04-17;14,40525
2019-04-18;16,499
2019-04-19;15,75325
2019-04-20;13,52425
2019-04-21;15,8085
2019-04-22;18,92525
2019-04-23;14,7
2019-04-24;17,688
2019-04-25;13,87275
2019-04-26;15,6125
2019-04-27;16,75725
2019-04-28;21,002499999999998
2019-04-29;14,9675
2019-04-30;14,94625
2019-05-01;18,248
2019-05-02;13,7255
2019-05-03;16,6975
2019-05-04;21,2405
2019-05-05;17,57775
2019-05-06;16,57225
2019-05-07;18,884
2019-05-08;16,22175
2019-05-09;15,3445
2019-05-10;18,41125
2019-05-11;20,35
2019-05-12;18,1645
2019-05-13;19,93875
2019-05-14;17,07375
2019-05-15;18,45175
2019-05-16;17,078
2019-05-17;16,46625
2019-05-18;18,8955
2019-05-19;18,39
2019-05-20;14,356
2019-05-21;17,90875
2019-05-22;18,166
2019-05-23;20,41375
2019-05-24;16,4045
2019-05-25;19,14275
2019-05-26;23,975749999999998
2019-05-27;15,505
2019-05-28;15,955
2019-05-29;15,053
2019-05-30;18,118
2019-05-31;16,04525
2019-06-01;22,212
2019-06-02;19,85475
2019-06-03;18,062
2019-06-04;18,3855
2019-06-05;17,196
2019-06-06;13,45425
2019-06-07;17,18325
2019-06-08;18,594
