day;consumption
2023-04-10;11,26475
2023-04-11;10,80325
2023-04-12;12,57
2023-04-13;11,870000000000001
2023-04-14;11,491
2023-04-15;14,97375
2023-04-16;12,5025
2023-04-17;11,99125
2023-04-18;14,05025
2023-04-19;10,94025
2023-04-20;14,84675
2023-04-21;13,477500000000001
2023-04-22;16,36825
2023-04-23;10,9415
2023-04-24;14,43025
2023-04-25;13,17875
2023-04-26;12,529
2023-04-27;12,99325
2023-04-28;12,5715
2023-04-29;17,668
2023-04-30;12,512500000000001
2023-05-01;13,0585
2023-05-02;12,82
2023-05-03;13,277
2023-05-04;11,93975
2023-05-05;11,7725
2023-05-06;13,978
2023-05-07;13,17075
2023-05-08;12,483
2023-05-09;13,0345
2023-05-10;12,15
2023-05-11;12,64125
2023-05-12;13,13975
2023-05-13;15,3515
2023-05-14;11,33
2023-05-15;13,01125
2023-05-16;11,4575
2023-05-17;11,50725
2023-05-18;12,9205
2023-05-19;12,0585
2023-05-20;16,154
2023-05-21;10,35625
2023-05-22;12,17825
2023-05-23;11,121
2023-05-24;11,963000000000001
2023-05-25;10,71725
2023-05-26;13,04575
2023-05-27;12,74825
2023-05-28;13,68825
2023-05-29;13,76525
2023-05-30;12,785
2023-05-31;11,4515
2023-06-01;12,04225
2023-06-02;7,3347500000000005
2023-06-03;5,498
2023-06-04;6,255
2023-06-05;5,064
2023-06-06;6,38
2023-06-07;6,095
2023-06-08;5,488
2023-06-09;5,217
2023-06-10;5,832
2023-06-11;6,332
2023-06-12;5,633
2023-06-13;6,266
2023-06-14;4,58
2023-06-15;3,283
2023-06-16;3,289
2023-06-17;3,285
2023-06-18;3,307
2023-06-19;3,313
2023-06-20;3,298
2023-06-21;3,336
2023-06-22;3,333
2023-06-23;3,313
2023-06-24;3,277
2023-06-25;3,298
2023-06-26;3,334
2023-06-27;3,29
2023-06-28;3,612
2023-06-29;5,211
2023-06-30;7,171
2023-07-01;5,838
2023-07-02;5,9270000000000005
2023-07-03;5,607
2023-07-04;5,774
2023-07-05;4,888
2023-07-06;5,579
2023-07-07;6,199
2023-07-08;5,668
2023-07-09;5,812
2023-07-10;5,108
2023-07-11;4,746
2023-07-12;4,677
2023-07-13;5,719
2023-07-14;5,089
2023-07-15;5,0360000000000005
2023-07-16;5,698
2023-07-17;5,279
2023-07-18;5,422
2023-07-19;5,404
2023-07-20;5,063
2023-07-21;4,87
2023-07-22;5,163
2023-07-23;6,206
2023-07-24;5,4190000000000005
2023-07-25;5,406
2023-07-26;4,972
2023-07-27;4,723
2023-07-28;3,065
2023-07-29;1,71
2023-07-30;2,399
2023-07-31;1,842
2023-08-01;1,987
2023-08-02;1,645
2023-08-03;1,493
2023-08-04;1,881
2023-08-05;2,226
2023-08-06;5,185
2023-08-07;5,592
2023-08-08;4,87
2023-08-09;5,099
2023-08-10;5,15
2023-08-11;5,271
2023-08-12;5,241
2023-08-13;5,471
2023-08-14;5,341
2023-08-15;5,368
2023-08-16;5,536
2023-08-17;4,501
2023-08-18;4,867
2023-08-19;4,301
2023-08-20;6,229
2023-08-21;5,171
2023-08-22;5,041
2023-08-23;5,217
2023-08-24;6,142
2023-08-25;4,841
2023-08-26;5,689
2023-08-27;6,018
2023-08-28;5,381
2023-08-29;5,791
2023-08-30;4,828
2023-08-31;4,813
2023-09-01;5,167
2023-09-02;5,437
2023-09-03;6,073
2023-09-04;5,231
2023-09-05;5,046
2023-09-06;4,86
2023-09-07;6,042
2023-09-08;4,908
2023-09-09;4,871
2023-09-10;5,42
2023-09-11;4,889
2023-09-12;5,832
2023-09-13;5,224
2023-09-14;6,3100000000000005
2023-09-15;4,8790000000000004
2023-09-16;6,113
2023-09-17;6,538
2023-09-18;5,007
2023-09-19;5,051
2023-09-20;5,092
2023-09-21;5,639
2023-09-22;5,495
2023-09-23;4,8740000000000006
2023-09-24;6,094
2023-09-25;4,915
2023-09-26;5,724
2023-09-27;6,382
2023-09-28;5,113
2023-09-29;5,293
2023-09-30;5,013
2023-10-01;5,73
2023-10-02;5,855
2023-10-03;4,95
2023-10-04;5,844
2023-10-05;5,16
2023-10-06;6,357
2023-10-07;3,983
2023-10-08;6,796
2023-10-09;5,365
2023-10-10;5,114
2023-10-11;5,995
2023-10-12;5,715
2023-10-13;5,132
2023-10-14;5,545
2023-10-15;6,101
2023-10-16;5,304
2023-10-17;5,6240000000000006
2023-10-18;5,634
2023-10-19;5,167
2023-10-20;5,695
2023-10-21;5,979
2023-10-22;6,121
2023-10-23;5,389
2023-10-24;4,925
2023-10-25;5,319
2023-10-26;5,985
2023-10-27;6,252
2023-10-28;5,546
2023-10-29;5,565
2023-10-30;5,845
2023-10-31;6,218
2023-11-01;6,388
2023-11-02;5,359
2023-11-03;5,954
2023-11-04;6,107
2023-11-05;6,563
2023-11-06;5,832
2023-11-07;5,802
2023-11-08;3,028
2023-11-09;5,94
2023-11-10;4,641
2023-11-11;5,704
2023-11-12;6,223
2023-11-13;6,296
2023-11-14;6,7540000000000004
2023-11-15;5,775
2023-11-16;5,829
2023-11-17;6,482
2023-11-18;4,434
2023-11-19;3,575
2023-11-20;3,473
2023-11-21;3,482
2023-11-22;3,529
2023-11-23;3,588
2023-11-24;3,494
2023-11-25;0,497
2023-11-26;6,463
2023-11-27;3,482
2023-11-28;3,446
2023-11-29;3,432
2023-11-30;3,672
2023-12-01;3,61
2023-12-02;3,804
2023-12-03;3,703
2023-12-04;3,646
2023-12-05;4,9110000000000005
2023-12-06;6,05
2023-12-07;5,38
2023-12-08;6,002
2023-12-09;5,962
2023-12-10;6,348
2023-12-11;6,983
2023-12-12;5,577
2023-12-13;5,212
2023-12-14;5,859
2023-12-15;5,978
2023-12-16;6,642
2023-12-17;6,777
2023-12-18;5,79
2023-12-19;6,465
2023-12-20;5,694
2023-12-21;6,545
2023-12-22;6,729
2023-12-23;7,134
2023-12-24;10,371
2023-12-25;5,343
2023-12-26;9,58
2023-12-27;6,785
2023-12-28;5,773
2023-12-29;5,599
2023-12-30;6,41
2023-12-31;7,381
