month;consumption
2025-01;203,144249
2025-02;131,931016
2025-03;168,709233
2025-04;235,48945
2025-05;232,002762
2025-06;215,342367
2025-07;236,214647
2025-08;251,786783
2025-09;238,612565
2025-10;263,85123
2025-11;259,311459
2025-12;302,622896
