month;consumption
2017-01;607,22775
2017-02;285,43375
2017-03;532,72575
2017-04;578,47075
2017-05;563,0965
2017-06;477,57625
2017-07;474,862
2017-08;507,07025
2017-09;532,40725
2017-10;557,51275
2017-11;515,664
2017-12;585,47725
