month;consumption
2019-01;571,223
2019-02;290,4505
2019-03;326,2585
2019-04;480,82075
2019-05;548,77525
2019-06;510,3885
2019-07;502,296
2019-08;523,2162500000001
2019-09;506,5365
2019-10;534,395
2019-11;541,70075
2019-12;546,5295
