month;consumption
2018-01;541,26925
2018-02;463,46675
2018-03;543,501
2018-04;492,791
2018-05;445,51975
2018-06;290,235
2018-07;437,85725
2018-08;429,076
2018-09;317,11325
2018-10;339,8325
2018-11;517,73675
2018-12;570,831
