month;consumption
2020-01;495,18149999999997
2020-02;286,13625
2020-03;391,953
2020-04;516,51025
2020-05;507,9425
2020-06;475,24675
2020-07;474,26625
2020-08;500,493
2020-09;469,56875
2020-10;503,76725
2020-11;500,7865
2020-12;537,68825
